fifa_version,age,mentality_interceptions,defending,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,skill_dribbling,attacker_position,skill_ball_control,midfielder_position,attacking_finishing,attacking_volleys,attacking_short_passing,mentality_positioning,shooting,big_potential
17.0,28,34,34.0,27,23,72,71,1,75,0,75,66,58,76,73.0,0
17.0,22,48,45.0,44,41,56,63,0,63,1,56,57,62,60,55.0,0
18.0,23,48,44.0,44,41,55,63,0,62,1,54,57,61,58,54.0,1
19.0,24,48,47.0,44,41,55,64,0,62,1,55,58,61,60,55.0,1
20.0,25,48,47.0,44,41,55,65,0,62,1,56,58,61,60,56.0,1
21.0,26,51,50.0,44,41,59,71,0,64,1,63,58,63,62,61.0,1
17.0,24,56,60.0,61,58,55,59,0,66,1,60,60,72,61,62.0,0
18.0,25,61,61.0,61,58,55,61,0,66,1,63,60,70,63,64.0,0
19.0,26,61,60.0,61,60,55,63,0,66,1,63,60,68,63,64.0,0
20.0,27,65,62.0,66,60,55,63,0,69,1,63,60,69,64,64.0,0
21.0,28,63,60.0,63,59,55,60,0,63,1,57,56,66,59,60.0,0
17.0,25,66,68.0,72,66,72,36,0,55,0,19,21,55,24,26.0,0
17.0,23,58,54.0,58,48,50,79,0,77,1,65,57,79,62,64.0,0
17.0,22,25,26.0,30,22,40,89,1,86,1,74,55,73,78,69.0,0
18.0,23,25,26.0,30,22,40,89,1,87,0,70,68,79,78,70.0,0
19.0,24,25,30.0,30,22,40,88,1,86,1,69,68,78,77,70.0,0
20.0,25,25,30.0,30,22,40,89,1,86,0,74,70,78,78,73.0,0
21.0,26,25,30.0,30,22,40,87,1,84,1,75,72,77,77,75.0,0
17.0,29,32,26.0,19,20,50,65,1,58,1,57,54,54,57,57.0,0
18.0,30,32,26.0,19,20,50,65,0,62,1,59,54,60,57,58.0,0
19.0,31,32,31.0,19,20,50,67,0,65,1,61,54,62,61,59.0,0
17.0,22,59,46.0,43,44,45,54,0,59,1,48,47,64,45,46.0,1
18.0,23,64,53.0,60,41,45,65,0,69,1,59,52,72,65,60.0,1
19.0,24,64,58.0,60,41,45,65,0,69,1,65,52,72,65,63.0,1
20.0,25,65,59.0,60,45,47,68,0,71,1,69,61,72,65,69.0,0
17.0,24,55,52.0,54,47,46,65,0,74,1,57,58,83,67,58.0,0
18.0,25,55,52.0,54,47,46,65,0,75,1,57,58,83,67,58.0,0
19.0,26,57,56.0,56,47,46,67,0,76,1,57,58,81,68,58.0,0
20.0,27,57,56.0,56,47,46,63,0,75,1,57,58,79,65,58.0,0
21.0,29,64,63.0,62,59,61,52,0,62,0,35,39,62,52,42.0,0
17.0,26,73,69.0,69,73,58,81,0,82,1,67,48,78,66,67.0,0
18.0,27,73,69.0,69,73,58,81,0,82,1,67,48,78,66,67.0,0
19.0,28,73,70.0,69,73,58,81,0,82,1,67,48,78,66,67.0,0
20.0,29,74,72.0,70,74,63,79,0,78,1,67,48,78,66,66.0,0
17.0,22,74,70.0,69,76,54,64,0,71,0,35,43,65,55,45.0,0
18.0,23,74,70.0,69,75,54,64,0,71,0,35,43,65,55,45.0,0
19.0,24,74,71.0,74,78,70,64,0,77,0,35,43,72,55,45.0,0
17.0,23,61,66.0,69,66,67,65,0,66,0,33,50,66,45,47.0,1
18.0,24,60,62.0,66,62,67,60,0,66,1,34,50,66,49,49.0,1
19.0,25,60,65.0,68,64,67,66,0,66,1,37,50,67,49,51.0,0
17.0,23,33,24.0,23,12,42,85,1,86,0,78,55,77,76,75.0,0
18.0,24,33,24.0,23,12,42,81,1,81,1,71,55,77,75,71.0,0
19.0,25,33,24.0,23,12,42,81,1,80,0,71,55,76,75,71.0,0
20.0,26,33,25.0,23,12,49,79,1,77,0,70,57,75,75,71.0,0
17.0,24,29,36.0,33,32,74,60,1,68,0,69,65,65,71,69.0,0
18.0,25,29,35.0,33,32,70,60,1,68,0,69,65,65,70,69.0,0
17.0,26,41,39.0,43,40,33,63,0,68,1,58,58,59,65,63.0,0
18.0,27,41,39.0,43,40,33,68,0,65,1,58,58,57,60,63.0,0
19.0,28,41,43.0,43,40,33,68,0,65,1,58,58,57,60,63.0,0
20.0,29,41,43.0,43,40,33,69,0,66,1,60,58,58,60,65.0,0
21.0,30,63,57.0,58,55,33,70,0,68,1,63,58,65,65,67.0,0
17.0,23,29,27.0,24,22,64,65,1,66,0,65,60,63,75,66.0,0
18.0,24,29,27.0,24,22,64,65,1,66,0,65,60,63,74,66.0,0
19.0,25,29,29.0,24,22,65,65,1,66,0,65,60,63,74,66.0,0
20.0,26,29,29.0,24,22,64,65,1,66,1,63,60,62,67,63.0,0
21.0,27,29,29.0,24,22,64,65,1,66,0,63,60,62,67,64.0,0
17.0,22,55,49.0,50,52,44,57,0,64,1,43,39,67,55,47.0,0
18.0,23,55,49.0,50,52,44,57,0,64,1,43,39,67,55,47.0,0
19.0,24,55,52.0,50,52,44,57,0,64,1,43,39,67,55,47.0,0
20.0,25,63,64.0,65,62,57,64,0,67,0,49,39,70,57,50.0,0
21.0,26,65,65.0,66,66,60,64,0,65,0,50,39,65,58,50.0,0
17.0,26,53,41.0,49,41,41,73,0,69,1,52,46,61,65,53.0,1
18.0,27,49,47.0,49,41,41,68,0,70,1,52,46,60,62,53.0,1
17.0,23,51,55.0,65,62,45,65,0,68,1,49,59,70,54,53.0,0
17.0,23,62,62.0,63,63,60,60,0,56,1,30,13,56,49,29.0,0
18.0,24,56,59.0,63,59,60,59,0,60,1,43,54,60,49,46.0,0
17.0,24,33,36.0,27,25,53,76,0,75,1,64,68,62,68,66.0,0
17.0,25,18,18.0,12,10,56,67,0,65,1,61,56,61,63,61.0,0
18.0,26,18,18.0,12,10,56,71,1,65,1,62,57,63,66,61.0,0
19.0,27,18,23.0,12,10,56,71,1,68,1,62,57,64,66,61.0,0
20.0,28,18,23.0,12,10,56,71,1,68,1,62,57,64,66,61.0,0
21.0,29,18,23.0,12,10,56,71,1,69,1,67,64,66,70,65.0,0
17.0,25,22,22.0,16,14,74,72,1,68,0,77,65,68,75,76.0,0
18.0,26,22,22.0,16,14,71,72,1,70,0,75,65,69,75,75.0,0
19.0,27,22,33.0,16,14,71,73,1,70,0,75,67,69,75,75.0,0
17.0,25,29,24.0,26,16,43,77,0,81,1,71,43,78,63,68.0,0
18.0,26,29,24.0,26,16,43,77,1,81,1,74,43,74,73,70.0,0
17.0,23,34,29.0,21,23,68,76,1,74,1,70,68,73,63,71.0,0
19.0,24,56,56.0,58,53,55,37,0,56,0,29,42,53,36,36.0,0
18.0,26,62,60.0,62,63,57,53,0,62,1,49,55,62,52,56.0,0
19.0,27,64,63.0,64,63,57,53,0,62,1,49,55,59,52,56.0,0
17.0,22,31,30.0,31,20,55,85,1,82,1,72,69,73,75,77.0,1
18.0,23,31,30.0,31,20,55,84,1,80,1,72,69,73,75,77.0,1
19.0,24,31,33.0,31,20,65,85,1,84,0,79,70,78,83,81.0,0
20.0,25,28,32.0,31,20,65,84,1,85,1,78,74,80,83,80.0,0
21.0,26,28,32.0,31,20,65,85,1,84,1,83,74,81,84,83.0,0
19.0,27,29,38.0,25,27,55,76,1,74,1,59,54,69,70,62.0,0
17.0,23,73,70.0,71,73,65,73,0,72,1,59,57,74,67,62.0,1
18.0,24,76,72.0,73,74,67,75,0,74,0,59,57,74,67,62.0,1
19.0,25,76,73.0,78,78,68,76,1,76,1,64,57,74,71,65.0,0
20.0,26,78,78.0,82,80,72,80,0,81,0,63,57,78,71,65.0,0
21.0,27,77,76.0,76,77,69,80,0,81,1,63,57,75,71,65.0,0
17.0,27,19,21.0,19,19,37,67,0,67,1,69,59,64,50,68.0,0
18.0,28,49,36.0,48,25,37,68,0,69,1,67,59,67,55,67.0,0
19.0,29,52,45.0,48,25,37,68,0,70,1,65,59,67,55,66.0,0
17.0,23,35,28.0,39,17,34,70,1,72,1,65,46,68,66,62.0,1
18.0,24,35,30.0,39,17,52,82,1,75,1,74,69,71,67,72.0,1
17.0,24,55,46.0,47,47,53,65,0,66,1,53,64,69,55,57.0,0
17.0,24,71,72.0,76,68,72,56,0,59,0,48,46,67,51,57.0,0
19.0,26,70,70.0,70,68,72,56,0,59,0,48,46,67,53,56.0,0
20.0,27,70,70.0,70,68,72,56,0,59,0,48,46,67,53,56.0,0
21.0,28,68,68.0,68,65,70,53,0,57,0,45,46,66,51,53.0,0
19.0,25,65,63.0,65,60,60,62,0,64,1,69,34,67,70,67.0,0
17.0,24,83,78.0,78,77,62,58,0,74,1,63,45,75,47,65.0,1
18.0,25,80,77.0,78,77,62,58,0,76,1,63,45,78,47,65.0,0
19.0,26,80,74.0,78,77,62,70,0,76,1,63,45,81,47,66.0,0
17.0,25,71,71.0,74,69,59,67,0,73,0,44,40,70,61,56.0,0
19.0,27,69,64.0,74,69,59,67,0,71,0,44,40,70,61,56.0,0
17.0,22,72,68.0,73,71,50,79,0,84,1,56,47,85,76,62.0,0
18.0,23,69,64.0,66,69,50,77,0,82,1,56,54,82,74,63.0,0
19.0,24,69,65.0,68,69,52,76,0,83,1,59,54,84,75,64.0,1
20.0,25,69,66.0,68,69,52,80,0,83,1,61,66,84,76,69.0,1
21.0,26,69,66.0,70,69,52,77,0,79,1,63,66,80,75,70.0,1
17.0,22,21,24.0,23,18,50,86,0,84,1,70,68,74,74,72.0,1
18.0,23,20,23.0,23,18,50,87,1,89,0,70,72,83,76,75.0,0
19.0,24,20,33.0,23,18,50,87,1,89,0,70,72,85,76,75.0,0
20.0,25,20,33.0,23,18,50,88,1,89,0,70,72,86,76,76.0,0
21.0,26,20,33.0,23,18,50,87,1,88,1,70,72,84,75,75.0,0
17.0,21,26,46.0,58,54,38,86,1,84,1,73,59,77,81,71.0,1
18.0,22,26,46.0,58,54,38,85,1,84,1,73,59,81,81,71.0,1
19.0,23,30,47.0,58,54,38,87,1,87,0,76,64,83,86,73.0,1
20.0,24,30,45.0,53,47,38,89,1,88,0,83,67,84,91,79.0,0
21.0,25,30,45.0,53,47,46,90,1,88,0,85,67,84,92,81.0,0
17.0,23,29,27.0,23,24,48,65,1,62,1,62,65,59,68,62.0,0
17.0,24,54,55.0,57,58,48,53,0,56,0,26,39,52,36,37.0,0
17.0,25,31,35.0,26,26,58,66,1,66,0,65,63,59,59,63.0,0
17.0,23,16,22.0,23,20,49,65,0,61,1,59,54,58,58,58.0,1
18.0,24,16,22.0,23,20,49,71,1,70,0,62,54,58,60,60.0,0
19.0,25,16,32.0,26,20,49,70,0,68,1,62,54,60,60,60.0,0
20.0,26,16,32.0,26,20,49,73,0,72,1,63,54,64,60,62.0,0
21.0,27,16,32.0,26,20,49,72,1,70,1,63,54,64,60,62.0,0
17.0,23,45,35.0,32,31,50,67,1,72,0,66,60,62,69,67.0,0
18.0,24,45,35.0,32,31,50,68,1,72,0,71,60,64,72,70.0,1
19.0,25,45,36.0,32,31,50,68,1,72,0,72,60,64,72,69.0,1
20.0,26,45,36.0,32,31,52,69,1,74,0,76,68,68,77,72.0,0
17.0,23,73,73.0,78,74,53,60,0,64,0,48,30,61,43,48.0,0
18.0,24,70,71.0,75,73,53,60,0,64,0,48,30,61,43,48.0,0
19.0,25,74,70.0,75,73,53,60,0,64,0,48,30,61,43,48.0,0
20.0,26,72,70.0,74,72,53,64,0,68,0,48,30,63,43,48.0,0
21.0,27,72,70.0,74,72,53,64,1,68,0,48,30,63,54,49.0,0
17.0,25,34,38.0,36,36,80,76,1,79,0,81,78,65,85,80.0,1
18.0,26,34,38.0,35,40,81,76,1,80,0,82,84,65,83,80.0,0
19.0,27,40,50.0,42,50,81,77,1,80,0,82,84,71,83,81.0,0
17.0,26,56,43.0,48,35,62,70,1,71,0,71,66,63,76,69.0,0
18.0,27,56,43.0,48,35,64,71,1,73,0,73,67,63,74,71.0,0
19.0,28,53,46.0,48,35,65,70,1,72,0,71,67,63,73,70.0,0
20.0,29,53,46.0,48,35,66,69,1,71,0,68,67,63,70,68.0,0
21.0,30,49,44.0,43,35,70,68,1,72,0,76,68,65,77,72.0,0
17.0,22,61,62.0,64,61,67,60,0,61,1,54,42,64,60,53.0,0
18.0,23,59,59.0,63,58,66,60,0,67,1,54,42,69,60,54.0,1
19.0,24,59,60.0,63,59,65,61,0,66,1,52,42,69,60,53.0,1
20.0,25,59,60.0,63,59,64,62,0,66,1,53,44,68,61,54.0,1
21.0,26,63,64.0,65,63,64,64,0,68,1,63,48,69,64,64.0,1
17.0,23,69,72.0,75,71,72,58,0,65,0,21,17,62,18,24.0,1
18.0,24,71,73.0,75,72,73,62,0,67,1,36,40,68,40,43.0,1
19.0,25,79,80.0,82,80,80,66,0,70,0,36,40,73,43,43.0,0
20.0,26,79,79.0,80,79,80,61,0,68,0,40,40,72,43,45.0,0
21.0,27,82,81.0,82,79,82,61,0,68,0,40,40,74,43,45.0,0
17.0,22,65,66.0,67,64,59,53,0,59,1,36,34,63,47,41.0,1
18.0,23,72,72.0,74,69,68,60,0,66,0,36,34,66,47,41.0,1
19.0,24,75,74.0,77,74,75,64,0,70,0,36,34,72,47,42.0,0
20.0,25,77,74.0,75,74,75,66,0,72,0,36,34,72,47,42.0,0
21.0,26,77,77.0,78,76,75,66,0,69,0,36,34,70,47,42.0,0
17.0,27,65,69.0,72,72,63,65,0,65,0,55,50,67,56,54.0,0
19.0,29,65,66.0,68,67,61,61,0,63,1,50,50,64,56,52.0,0
20.0,30,65,66.0,68,67,61,61,1,63,0,50,50,64,56,52.0,0
17.0,23,25,24.0,23,18,57,57,1,66,0,69,64,54,65,70.0,0
19.0,25,25,28.0,23,18,57,57,1,65,0,65,64,56,65,68.0,1
20.0,26,25,29.0,23,18,64,61,1,66,0,74,69,62,69,74.0,0
21.0,27,25,29.0,23,18,64,61,1,66,0,74,69,62,69,74.0,0
17.0,25,38,31.0,29,19,74,61,1,63,1,68,59,55,70,65.0,0
18.0,26,38,36.0,45,19,71,61,1,62,0,67,59,56,67,65.0,0
19.0,27,38,36.0,45,19,68,61,1,58,0,66,59,56,65,64.0,0
17.0,24,67,65.0,67,64,58,54,0,55,0,36,30,61,54,38.0,0
17.0,26,58,58.0,60,56,54,55,0,56,1,56,47,59,57,57.0,0
18.0,27,58,58.0,60,56,54,52,0,53,1,51,47,61,57,56.0,0
17.0,26,80,62.0,67,48,46,75,0,81,1,50,47,79,64,49.0,0
18.0,27,78,63.0,67,48,46,75,0,80,1,51,43,78,64,49.0,0
17.0,25,43,25.0,13,16,65,62,1,69,1,62,63,56,65,62.0,0
18.0,26,43,25.0,13,16,65,64,1,69,1,62,63,57,67,62.0,0
21.0,29,43,31.0,13,16,65,64,1,69,1,65,63,57,67,63.0,0
17.0,27,62,62.0,62,59,64,33,0,43,0,32,56,63,61,42.0,0
18.0,28,63,62.0,63,59,64,33,0,43,0,32,56,63,61,42.0,0
19.0,29,66,65.0,66,60,63,33,0,43,0,32,56,60,61,42.0,0
20.0,30,66,65.0,66,60,63,33,0,43,0,32,56,60,55,41.0,0
17.0,25,74,74.0,75,69,74,48,0,65,0,32,23,67,43,35.0,0
18.0,26,76,74.0,76,71,73,48,0,60,0,32,23,67,43,35.0,1
19.0,27,76,75.0,78,77,75,48,0,60,0,32,23,68,43,35.0,1
20.0,28,77,78.0,82,78,78,59,0,66,0,32,23,76,43,35.0,0
21.0,29,78,80.0,83,79,80,63,0,70,0,32,23,77,45,36.0,0
17.0,26,63,69.0,76,76,50,56,0,60,0,36,59,58,39,48.0,0
18.0,27,63,69.0,76,76,50,56,0,60,0,36,59,59,39,48.0,0
19.0,28,63,65.0,70,67,50,56,0,59,0,36,59,59,39,48.0,0
20.0,29,63,65.0,68,67,50,56,0,59,0,36,59,59,39,48.0,0
21.0,30,63,65.0,69,67,50,56,0,62,0,36,56,61,39,47.0,0
18.0,26,28,31.0,27,32,66,55,1,57,0,63,54,55,62,62.0,0
19.0,27,28,36.0,27,32,66,59,1,64,0,67,54,58,63,65.0,0
17.0,23,54,59.0,62,63,62,67,0,64,1,59,64,66,53,60.0,0
18.0,24,54,59.0,62,63,62,67,0,64,1,59,64,66,53,60.0,0
19.0,25,54,59.0,62,63,62,67,0,64,1,59,64,66,56,60.0,0
20.0,26,54,59.0,62,63,62,67,0,64,1,59,64,63,56,60.0,0
21.0,27,59,61.0,62,63,62,66,0,64,1,59,64,66,61,61.0,1
17.0,22,65,67.0,69,67,60,52,0,58,0,29,16,58,35,34.0,0
18.0,23,63,63.0,65,65,60,52,0,58,0,29,16,58,35,34.0,0
19.0,24,59,55.0,61,59,53,52,1,58,0,27,16,58,35,33.0,0
17.0,21,23,24.0,23,24,34,77,0,67,1,57,54,56,57,59.0,0
18.0,22,23,24.0,23,24,34,77,0,68,1,57,54,56,57,59.0,0
19.0,23,23,27.0,23,24,34,73,0,66,1,55,54,58,57,58.0,0
20.0,24,23,27.0,23,24,34,73,0,66,1,55,54,58,57,58.0,0
21.0,25,23,27.0,23,24,34,70,0,66,1,55,54,58,57,58.0,0
17.0,22,55,59.0,63,60,63,38,0,52,0,20,33,52,26,30.0,0
17.0,22,55,63.0,65,65,67,62,0,68,0,30,33,62,54,36.0,0
18.0,23,55,63.0,66,65,67,62,0,66,0,30,33,62,54,36.0,0
19.0,24,55,63.0,64,64,67,62,0,66,0,30,33,62,54,36.0,0
20.0,25,55,62.0,64,64,65,62,0,62,0,30,33,62,54,36.0,0
21.0,26,56,61.0,60,61,66,62,0,62,0,31,33,63,54,36.0,0
17.0,23,63,66.0,68,65,55,60,0,67,1,50,29,67,46,48.0,0
18.0,24,68,67.0,69,68,55,63,0,67,1,62,29,70,64,57.0,0
19.0,25,67,66.0,68,66,53,62,0,65,1,65,29,64,64,61.0,0
20.0,26,67,67.0,69,66,53,62,0,65,1,63,29,64,64,60.0,0
17.0,24,57,60.0,63,64,56,66,1,62,1,51,41,63,50,51.0,0
18.0,25,56,60.0,65,63,56,67,0,62,1,50,41,66,50,51.0,0
19.0,26,60,63.0,65,63,56,67,0,66,0,50,41,68,50,51.0,0
20.0,27,58,63.0,65,63,54,68,0,68,1,51,45,67,56,52.0,0
21.0,28,59,63.0,65,63,54,69,1,69,0,50,45,67,56,52.0,0
17.0,23,53,57.0,62,53,49,61,0,64,1,61,49,66,58,59.0,0
18.0,24,63,63.0,65,63,62,63,0,66,1,61,49,68,58,59.0,0
19.0,25,63,64.0,65,63,62,63,0,66,1,61,49,68,58,59.0,0
20.0,26,59,58.0,58,48,48,61,0,63,1,50,54,63,55,54.0,0
21.0,27,57,56.0,58,48,48,58,0,62,1,50,54,62,55,55.0,0
17.0,24,57,57.0,56,59,49,72,0,74,1,60,46,70,55,63.0,0
20.0,27,57,57.0,56,59,49,72,0,75,1,60,48,71,55,65.0,0
17.0,24,70,64.0,68,64,48,70,0,78,1,58,62,78,60,66.0,0
18.0,25,70,66.0,68,68,60,78,0,78,1,58,68,78,63,68.0,0
19.0,26,70,67.0,69,68,60,78,0,78,1,59,68,79,63,68.0,0
20.0,27,72,71.0,73,71,65,75,0,77,1,59,68,76,63,70.0,0
17.0,24,55,60.0,63,62,55,58,0,60,1,39,30,60,64,45.0,0
18.0,25,54,59.0,62,61,55,58,0,60,0,39,30,60,64,45.0,0
19.0,26,54,54.0,57,58,55,55,0,52,0,37,29,54,62,42.0,0
20.0,27,53,51.0,53,56,53,53,0,51,0,37,29,53,55,41.0,0
17.0,22,15,17.0,13,12,47,78,1,77,1,66,64,72,68,66.0,0
18.0,23,15,17.0,13,12,47,80,1,76,1,66,67,72,68,66.0,0
19.0,24,16,20.0,13,12,47,80,1,78,1,68,66,72,68,68.0,0
20.0,25,16,20.0,13,12,47,81,1,79,1,68,66,74,69,68.0,1
21.0,26,16,20.0,13,12,47,81,1,79,0,68,66,74,69,68.0,1
17.0,23,81,79.0,82,77,86,49,0,56,0,34,39,69,43,47.0,0
18.0,24,81,79.0,82,77,86,49,0,56,0,34,39,69,43,49.0,0
19.0,25,85,82.0,84,78,87,44,0,54,0,34,28,68,46,49.0,0
20.0,26,81,80.0,82,77,85,45,0,57,0,34,28,66,46,49.0,0
21.0,27,78,78.0,78,75,84,45,0,57,0,34,28,67,46,48.0,0
17.0,25,37,25.0,15,18,58,82,1,81,1,76,68,67,76,72.0,1
18.0,26,37,25.0,15,18,61,84,1,83,0,78,71,67,80,77.0,0
19.0,27,37,35.0,15,18,61,83,1,82,0,75,71,67,79,75.0,0
20.0,28,37,36.0,15,18,68,83,1,82,0,79,75,67,81,78.0,0
21.0,29,37,36.0,15,18,68,83,1,82,0,77,75,67,79,77.0,0
19.0,30,41,33.0,23,25,70,64,1,68,1,68,65,67,76,68.0,1
21.0,32,41,37.0,26,29,67,67,1,64,0,65,65,62,68,67.0,1
17.0,26,38,33.0,30,33,48,87,0,84,1,75,72,81,80,77.0,0
18.0,27,38,33.0,30,33,48,87,0,82,1,75,72,80,78,77.0,0
19.0,28,38,34.0,30,33,48,87,0,82,1,72,72,78,76,75.0,0
20.0,29,38,34.0,30,33,48,86,1,84,0,73,73,79,77,76.0,0
17.0,24,43,45.0,50,38,45,82,0,78,1,72,66,62,77,71.0,0
18.0,25,43,45.0,50,38,45,83,0,79,1,69,66,62,72,71.0,0
19.0,26,43,44.0,50,38,45,83,0,77,1,69,66,61,72,71.0,0
20.0,27,43,44.0,50,38,45,85,0,76,1,68,65,63,71,70.0,0
17.0,24,62,60.0,61,64,54,64,0,70,1,62,59,66,61,63.0,0
17.0,24,38,31.0,19,12,55,69,1,69,1,55,62,62,64,60.0,0
18.0,25,38,31.0,19,12,55,68,1,68,1,55,62,62,63,60.0,0
19.0,26,38,35.0,19,12,55,68,1,68,1,55,64,62,63,60.0,0
17.0,24,57,56.0,58,57,55,52,0,57,1,54,48,57,55,54.0,0
18.0,25,57,56.0,57,57,55,54,0,57,1,54,48,57,55,54.0,0
19.0,26,58,53.0,57,54,55,57,0,57,1,53,52,59,57,55.0,0
20.0,27,59,57.0,59,56,55,57,0,57,1,53,52,57,57,55.0,0
17.0,24,34,27.0,23,19,60,74,1,74,1,69,64,62,71,70.0,0
18.0,25,34,27.0,23,19,60,74,1,74,0,72,64,62,71,72.0,0
17.0,23,61,63.0,63,62,62,74,0,75,1,62,59,69,57,63.0,1
18.0,24,66,65.0,65,62,62,81,0,80,1,62,59,75,57,63.0,0
19.0,25,74,75.0,76,76,62,81,0,80,1,60,59,74,70,64.0,0
20.0,26,76,76.0,78,78,66,82,0,81,1,60,59,79,74,64.0,0
21.0,27,76,75.0,77,77,66,80,0,80,1,60,59,78,74,64.0,0
19.0,24,65,66.0,68,64,63,65,0,65,1,46,53,72,55,58.0,0
20.0,25,62,66.0,69,65,65,65,0,61,1,46,53,72,55,58.0,0
18.0,25,38,42.0,43,42,61,63,1,65,0,67,63,53,61,63.0,0
19.0,26,38,41.0,41,40,61,63,1,65,0,67,63,56,61,63.0,0
20.0,27,38,41.0,41,40,61,63,1,65,1,67,63,56,61,63.0,0
21.0,28,38,41.0,41,40,61,64,1,64,0,66,64,53,60,63.0,0
17.0,26,50,42.0,41,31,55,65,1,64,1,64,61,61,61,62.0,0
18.0,27,39,40.0,41,31,55,70,1,69,0,65,62,64,71,65.0,0
17.0,23,23,23.0,21,14,63,66,1,65,0,69,61,64,68,65.0,0
18.0,24,30,25.0,21,14,65,68,1,69,0,71,70,66,72,67.0,0
19.0,25,30,27.0,21,14,65,68,1,69,0,71,70,66,72,67.0,0
20.0,26,36,28.0,21,14,66,67,1,65,0,68,70,65,70,67.0,1
21.0,27,36,33.0,25,20,67,67,1,65,0,68,70,65,70,67.0,0
17.0,23,76,70.0,77,73,52,72,0,76,1,51,68,76,69,64.0,0
17.0,26,77,76.0,75,82,75,48,0,64,0,22,31,69,45,30.0,0
18.0,27,77,76.0,75,82,75,48,0,64,0,22,31,66,45,30.0,0
19.0,28,79,79.0,80,82,76,48,0,68,0,22,31,69,45,30.0,0
20.0,29,79,77.0,78,81,73,48,0,64,0,22,31,69,45,33.0,0
17.0,24,38,31.0,27,21,59,78,0,76,1,73,69,71,73,73.0,0
18.0,25,38,31.0,27,21,59,76,1,75,1,73,69,71,71,73.0,0
19.0,26,38,39.0,37,23,52,73,1,74,1,70,70,68,70,67.0,0
20.0,27,38,39.0,37,23,52,74,1,73,1,67,70,66,67,66.0,0
17.0,24,70,64.0,70,58,59,70,0,74,1,48,50,74,63,60.0,0
20.0,31,63,57.0,57,56,53,63,0,61,1,56,31,62,59,51.0,0
21.0,32,63,57.0,57,56,53,63,0,61,1,56,31,62,59,51.0,0
17.0,28,61,66.0,68,66,67,59,0,63,0,61,53,60,64,52.0,0
19.0,30,71,63.0,66,62,62,47,0,55,0,32,41,67,32,39.0,0
20.0,31,71,63.0,66,62,60,47,0,55,0,32,41,67,32,39.0,0
21.0,32,71,63.0,66,62,62,47,0,55,0,32,41,66,33,39.0,0
17.0,24,60,43.0,44,23,54,68,1,71,1,65,63,68,69,65.0,0
18.0,25,60,43.0,44,23,54,71,1,71,1,64,63,69,74,65.0,0
19.0,26,60,46.0,44,23,49,60,1,62,1,60,58,69,69,60.0,0
20.0,27,60,46.0,44,23,49,60,1,62,1,58,58,70,69,58.0,0
21.0,28,60,47.0,44,23,56,69,1,68,1,71,58,70,72,65.0,0
18.0,26,47,56.0,62,54,63,48,1,57,0,26,24,54,43,36.0,0
17.0,25,63,63.0,62,60,53,58,0,57,1,53,52,61,62,54.0,0
18.0,26,63,63.0,63,61,53,58,0,57,1,53,52,61,62,54.0,0
19.0,27,64,60.0,64,62,53,58,0,57,1,53,52,61,62,54.0,0
20.0,28,64,60.0,64,62,53,58,0,61,1,53,52,66,71,58.0,0
21.0,29,62,60.0,63,62,53,58,0,61,1,53,52,66,71,58.0,0
17.0,26,56,46.0,42,34,54,63,0,61,1,63,45,63,53,65.0,0
17.0,23,57,53.0,54,52,53,55,0,58,1,52,48,57,53,53.0,0
18.0,24,66,60.0,60,56,57,59,0,65,1,56,48,67,55,59.0,0
19.0,25,68,65.0,66,63,65,59,0,65,0,56,48,67,55,59.0,0
20.0,26,67,64.0,64,61,64,59,0,65,1,46,48,65,55,54.0,0
21.0,27,60,60.0,62,60,63,59,0,65,1,46,48,64,55,55.0,0
17.0,24,60,62.0,61,57,63,43,0,41,0,22,43,40,36,38.0,1
20.0,27,66,63.0,67,64,61,43,0,41,0,22,43,40,36,38.0,1
17.0,27,69,58.0,63,40,55,64,0,65,1,59,51,72,66,61.0,1
18.0,28,70,60.0,63,40,55,68,0,69,1,60,51,76,75,63.0,0
19.0,29,70,63.0,63,40,55,68,0,69,1,60,51,75,75,63.0,1
20.0,30,70,62.0,63,40,55,68,0,69,1,60,51,75,75,63.0,1
21.0,31,70,62.0,63,40,55,68,0,70,1,60,51,73,72,62.0,1
17.0,24,56,43.0,38,32,70,65,1,69,1,70,63,58,71,68.0,0
17.0,26,55,55.0,54,52,62,69,0,72,1,70,67,66,66,68.0,0
18.0,27,55,55.0,54,52,62,69,0,72,1,70,67,66,66,68.0,0
19.0,28,55,57.0,58,57,62,67,0,68,1,66,67,66,66,66.0,0
20.0,29,55,57.0,58,57,62,68,0,67,1,65,65,65,65,66.0,0
21.0,30,55,57.0,58,57,62,71,0,67,1,63,61,65,65,65.0,0
19.0,28,70,66.0,66,63,69,35,0,55,0,34,40,64,60,43.0,0
20.0,29,71,68.0,68,65,69,35,0,58,0,34,40,65,60,43.0,0
21.0,30,71,68.0,68,65,69,35,0,58,0,34,40,65,60,43.0,0
17.0,27,60,63.0,65,67,56,57,0,56,0,22,25,56,58,30.0,0
18.0,28,62,64.0,65,67,56,57,0,56,0,22,25,56,58,30.0,0
19.0,29,62,62.0,65,67,56,57,0,56,0,22,25,56,58,30.0,0
18.0,25,52,56.0,57,52,55,50,0,55,0,18,16,57,51,22.0,0
