fifa_version,age,physic,mentality_aggression,mentality_interceptions,power_stamina,power_strength,defending_marking_awareness,power_jumping,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,mentality_composure,movement_reactions,skill_long_passing,skill_dribbling,skill_fk_accuracy,skill_ball_control,attacking_crossing,power_shot_power,attacking_finishing,skill_curve,movement_balance,attacking_volleys,power_long_shots,mentality_vision,mentality_penalties,movement_agility,big_potential
17.0,25,76.0,70,66,82,75,60,78,64,60,66,68.0,61,62,62,50,61,56,62,59,55,65,51,61,66,39,67,0
18.0,26,76.0,70,66,82,75,60,78,64,60,66,68.0,61,62,62,50,61,56,62,59,55,65,51,61,66,39,68,0
19.0,27,76.0,72,66,80,75,64,72,63,64,66,67.0,62,62,61,50,62,56,62,59,55,65,51,61,65,39,68,0
20.0,28,79.0,77,66,80,79,64,73,64,64,66,63.0,62,62,61,50,62,56,65,56,55,63,51,61,60,39,68,0
17.0,22,75.0,73,71,74,77,72,70,73,71,64,63.0,65,65,63,29,70,56,64,51,41,73,25,61,69,44,68,0
18.0,23,75.0,73,71,74,77,72,72,73,71,64,63.0,65,65,63,29,70,56,64,51,41,73,25,61,69,44,69,0
19.0,24,72.0,72,67,68,74,66,71,71,70,64,64.0,65,65,63,29,68,56,64,51,41,73,25,61,62,44,69,0
17.0,25,61.0,44,45,59,70,34,55,36,33,70,58.0,60,67,76,50,77,64,66,69,43,63,59,73,77,56,77,1
18.0,26,59.0,44,45,56,68,34,53,36,33,66,61.0,58,64,71,46,73,62,65,65,43,63,56,69,72,56,76,1
19.0,27,63.0,44,45,65,69,42,60,36,33,66,67.0,65,70,70,75,72,67,72,65,72,60,62,70,70,64,65,1
17.0,24,70.0,68,68,81,63,53,83,73,58,76,69.0,79,78,76,69,80,68,81,66,75,71,63,77,82,65,77,0
18.0,25,69.0,68,69,79,63,53,83,73,58,76,73.0,81,82,81,69,84,69,81,71,78,71,63,80,83,65,78,0
19.0,26,69.0,71,69,77,63,70,84,73,60,76,73.0,82,82,81,69,84,69,81,71,80,71,63,80,86,65,77,0
20.0,27,66.0,69,69,69,63,69,69,73,62,74,76.0,78,80,77,69,80,72,77,69,78,69,63,79,82,65,72,0
21.0,28,66.0,69,69,68,63,69,69,73,62,74,76.0,78,79,76,69,79,72,77,68,78,69,63,78,82,65,71,0
17.0,22,70.0,66,74,70,71,67,80,77,76,65,54.0,66,69,56,44,69,47,60,34,45,74,34,40,48,57,61,0
18.0,23,68.0,65,70,59,72,63,78,70,67,65,60.0,66,69,56,44,64,47,59,34,45,74,34,40,48,57,61,0
17.0,24,83.0,63,64,80,92,71,82,68,72,73,37.0,52,46,37,35,53,39,50,20,26,48,24,29,22,44,48,1
18.0,25,85.0,76,73,77,93,70,78,75,74,74,69.0,69,51,53,36,56,39,58,40,27,48,24,46,36,60,48,0
19.0,26,83.0,84,72,66,91,69,78,74,71,73,67.0,69,55,52,36,56,39,60,40,27,48,24,46,35,60,44,0
20.0,27,83.0,84,71,66,91,68,78,76,70,81,67.0,68,51,42,36,49,39,60,39,27,49,24,44,35,60,44,0
18.0,22,67.0,60,57,71,67,58,68,61,58,59,46.0,62,52,53,23,55,55,48,21,42,65,22,34,44,36,66,0
19.0,23,67.0,60,59,73,67,60,69,61,60,59,50.0,62,52,59,23,59,56,51,29,42,66,22,34,44,36,76,0
20.0,24,67.0,60,59,73,67,60,69,61,60,59,50.0,62,52,59,23,59,56,51,29,42,66,22,34,44,36,78,0
17.0,22,62.0,56,46,70,60,46,63,46,54,48,53.0,53,39,62,63,58,56,59,50,62,63,52,55,57,52,71,0
18.0,23,62.0,56,46,70,60,46,63,46,54,48,53.0,54,39,62,63,58,56,59,50,62,63,52,55,57,52,71,0
19.0,24,63.0,56,46,70,62,42,67,46,54,48,63.0,54,45,64,65,62,62,60,58,62,63,52,61,57,52,74,0
20.0,25,65.0,57,46,70,66,42,67,46,54,52,64.0,61,45,63,65,64,60,61,61,62,63,55,60,55,52,75,0
17.0,21,73.0,72,62,79,71,57,61,65,62,49,62.0,60,64,63,46,67,58,53,53,51,65,46,52,63,48,74,0
18.0,22,73.0,74,62,79,71,57,61,66,62,49,62.0,60,64,63,46,67,58,53,48,51,65,46,52,63,48,74,0
19.0,23,71.0,74,62,79,67,68,61,66,62,49,62.0,60,64,63,46,67,58,53,48,51,65,46,52,63,48,74,0
20.0,24,70.0,75,63,76,65,68,61,68,62,49,63.0,62,64,63,46,67,58,53,48,51,65,46,52,63,48,74,0
21.0,25,70.0,75,63,76,65,68,61,64,62,49,63.0,62,65,65,46,65,58,53,48,51,65,46,52,63,48,74,0
17.0,23,62.0,46,55,84,56,44,81,56,51,40,67.0,63,64,67,41,71,51,58,58,55,92,57,52,66,46,90,0
18.0,24,67.0,70,60,84,55,48,83,59,55,40,66.0,63,61,61,41,70,51,59,52,55,90,57,55,61,46,91,0
19.0,25,69.0,72,62,86,57,58,85,61,57,42,68.0,65,65,65,43,73,53,61,57,57,92,59,57,63,48,93,0
21.0,27,68.0,72,61,83,57,58,86,61,57,42,68.0,62,64,63,43,69,53,61,57,57,92,59,57,62,48,92,0
17.0,23,59.0,38,31,78,57,41,61,45,37,45,66.0,57,62,71,56,68,61,52,63,60,80,53,57,65,48,85,1
18.0,24,62.0,38,31,79,62,41,64,48,37,45,66.0,57,62,71,56,68,61,55,67,60,81,53,61,65,64,87,0
19.0,25,61.0,38,31,78,62,32,64,51,37,42,69.0,60,65,72,62,69,64,58,69,63,81,56,63,67,62,87,0
20.0,26,65.0,59,31,74,62,32,64,50,37,50,69.0,60,64,69,67,68,64,58,69,63,77,62,65,65,65,85,0
17.0,21,49.0,31,16,53,51,20,81,19,14,57,53.0,61,42,62,37,60,39,56,63,40,81,56,54,46,66,80,0
17.0,22,61.0,58,16,64,60,22,66,20,19,48,53.0,52,58,66,65,67,61,77,64,62,62,46,68,62,57,73,1
17.0,24,62.0,44,49,70,65,50,68,56,54,55,66.0,60,75,68,74,71,74,68,48,80,60,66,70,65,70,53,1
18.0,25,67.0,62,57,73,65,50,68,56,54,55,69.0,68,77,70,78,72,75,72,63,82,60,68,74,76,73,53,0
19.0,26,64.0,63,57,73,60,64,66,56,54,55,69.0,68,78,73,78,74,75,72,63,82,60,68,74,76,73,53,0
20.0,27,65.0,63,58,73,62,63,66,58,54,55,76.0,68,77,68,78,72,75,73,62,82,61,76,76,73,78,53,0
17.0,24,68.0,59,61,73,70,62,60,57,54,56,54.0,60,56,56,39,66,55,64,50,53,53,48,60,57,40,57,0
18.0,25,69.0,63,61,74,70,62,59,62,54,56,54.0,60,56,63,39,62,55,64,50,53,53,48,60,57,40,60,0
17.0,22,61.0,52,51,65,62,35,75,47,34,54,57.0,68,72,77,64,76,75,68,68,80,79,62,69,71,63,76,0
18.0,23,64.0,52,51,77,61,35,73,47,34,54,66.0,68,69,76,59,75,75,68,68,80,80,59,69,71,59,77,1
19.0,24,61.0,52,51,77,56,60,74,47,34,54,68.0,68,69,76,59,75,75,68,68,80,79,59,69,71,59,78,1
20.0,25,59.0,52,51,75,53,60,72,47,34,54,68.0,68,75,76,59,77,75,68,70,80,77,59,71,71,59,77,0
21.0,26,60.0,52,54,76,54,62,64,50,37,54,74.0,74,75,79,59,78,77,74,72,82,75,65,75,77,59,76,1
17.0,22,68.0,63,75,77,66,68,67,74,73,58,76.0,77,63,81,52,80,77,57,60,65,79,56,60,75,58,83,0
18.0,23,70.0,69,75,79,66,68,67,74,74,65,77.0,78,68,85,52,83,78,58,63,69,78,59,61,79,58,85,0
19.0,24,69.0,69,75,79,64,71,67,74,74,65,80.0,78,68,85,52,83,78,58,63,69,78,59,61,79,58,86,0
20.0,25,68.0,69,75,77,64,71,67,73,72,65,80.0,78,68,85,52,83,78,58,63,69,78,59,61,79,58,84,0
21.0,26,68.0,69,74,76,64,71,67,73,72,66,80.0,77,67,83,52,81,75,58,63,69,79,59,61,79,58,84,0
17.0,21,57.0,39,30,70,60,35,32,37,39,35,68.0,57,62,73,64,69,69,74,61,70,79,54,69,64,55,81,1
18.0,22,60.0,49,30,70,61,35,42,37,39,35,68.0,59,62,79,64,71,67,74,66,70,79,54,71,64,55,80,1
19.0,23,60.0,55,30,68,61,52,36,50,42,40,70.0,63,64,79,64,74,67,74,66,70,77,54,71,66,55,78,1
20.0,24,60.0,55,30,67,60,63,38,55,48,40,68.0,69,67,79,64,76,76,74,66,70,77,56,72,74,55,76,1
21.0,25,60.0,55,35,68,60,65,38,59,53,40,71.0,69,67,79,64,76,77,74,66,70,77,56,72,74,55,76,1
17.0,23,49.0,37,38,63,46,41,62,36,35,40,54.0,58,57,65,58,67,61,71,67,70,81,76,65,56,51,78,0
18.0,24,51.0,37,38,64,48,41,62,36,35,40,54.0,58,57,65,58,67,61,70,64,70,83,74,63,56,51,78,0
17.0,23,73.0,72,68,73,74,69,69,75,72,68,58.0,61,62,55,32,66,73,50,31,57,65,42,33,46,41,63,0
18.0,24,72.0,72,68,71,72,69,69,75,72,68,63.0,61,62,55,32,66,73,50,31,57,66,42,33,46,41,63,0
19.0,25,73.0,72,68,73,74,68,71,75,72,68,63.0,61,62,55,32,66,73,50,31,57,67,42,33,46,41,65,0
21.0,27,73.0,72,64,73,73,66,72,69,68,66,63.0,60,62,57,32,64,71,50,31,60,67,42,33,48,41,65,1
17.0,26,63.0,81,67,75,49,63,66,63,64,48,49.0,60,59,60,48,60,54,49,36,58,73,44,31,50,58,74,0
17.0,25,72.0,68,66,60,80,73,73,74,70,69,66.0,64,36,38,28,48,31,48,22,36,51,26,37,32,41,53,0
19.0,27,74.0,75,65,59,81,68,75,72,68,67,66.0,64,36,38,28,48,31,48,22,36,49,26,37,32,41,53,0
17.0,23,64.0,71,38,65,61,33,68,26,27,38,63.0,60,67,71,52,69,62,68,61,73,85,59,62,64,62,76,0
17.0,23,78.0,67,23,66,91,18,54,34,21,76,71.0,65,47,58,31,67,28,81,66,46,37,60,62,45,56,53,0
18.0,24,77.0,67,23,60,91,18,54,34,21,76,71.0,65,47,58,31,67,28,80,65,46,34,60,62,45,56,46,1
19.0,25,77.0,67,23,60,91,24,54,34,21,76,71.0,65,47,58,31,64,28,80,65,46,34,60,62,45,59,46,1
20.0,26,78.0,67,23,64,91,24,54,34,21,75,71.0,65,47,55,31,65,28,80,60,46,34,60,62,58,59,46,1
21.0,27,79.0,78,23,61,91,26,54,38,21,78,73.0,69,43,59,31,68,31,83,74,46,34,60,62,58,65,46,1
17.0,23,70.0,55,30,54,83,31,81,46,54,67,46.0,56,36,66,30,70,62,76,66,37,64,56,64,54,63,72,1
18.0,24,73.0,59,30,61,83,31,81,43,46,67,46.0,56,36,63,30,66,57,76,69,37,63,56,64,54,63,65,0
19.0,25,76.0,66,30,68,84,24,81,43,46,72,56.0,66,43,69,31,71,57,76,74,38,64,65,67,59,63,65,0
20.0,26,76.0,66,30,68,83,24,81,43,46,72,56.0,64,43,67,31,69,57,76,73,38,64,65,67,59,63,62,0
21.0,27,75.0,66,30,69,81,24,81,43,46,71,56.0,61,43,62,31,65,57,73,71,38,64,64,65,59,56,62,1
17.0,29,69.0,59,65,82,67,64,54,77,65,45,49.0,65,59,59,38,66,50,48,33,59,66,27,51,56,41,64,0
17.0,25,66.0,64,13,65,65,14,97,25,16,56,58.0,62,32,65,29,59,50,77,61,55,73,54,60,57,59,88,0
17.0,24,54.0,52,52,55,54,44,54,62,60,47,68.0,67,61,69,71,67,71,77,59,76,78,50,76,72,64,64,0
18.0,25,63.0,62,65,71,60,60,63,69,63,52,71.0,70,67,70,70,68,73,81,64,77,78,50,78,73,64,67,0
19.0,26,63.0,62,63,71,60,53,64,65,60,52,71.0,70,66,70,70,68,73,79,63,75,77,50,75,68,64,69,0
20.0,27,63.0,62,61,69,60,53,64,64,59,52,69.0,68,65,69,70,68,71,78,61,73,77,50,73,67,64,68,0
21.0,28,62.0,62,61,66,60,53,64,61,56,52,65.0,65,65,67,66,65,67,72,58,69,77,50,64,65,64,68,0
17.0,27,60.0,69,52,55,58,52,59,58,53,59,65.0,64,65,66,75,67,60,70,69,76,68,59,75,74,69,65,0
17.0,25,66.0,65,43,72,64,50,57,48,40,55,63.0,68,66,67,63,66,51,76,57,70,66,52,69,61,60,71,0
18.0,26,65.0,65,59,70,64,62,55,59,58,55,63.0,68,62,68,63,66,51,76,55,70,66,52,69,61,60,70,0
19.0,27,66.0,67,66,70,64,66,70,68,62,55,63.0,68,59,68,59,66,51,72,52,67,66,52,69,52,57,70,0
17.0,33,72.0,78,68,33,93,66,31,74,65,79,67.0,59,51,27,36,43,17,57,30,27,30,23,32,39,49,32,0
17.0,32,72.0,70,62,75,72,70,66,70,64,59,76.0,73,68,70,49,75,66,70,55,63,52,50,70,70,58,68,0
17.0,27,71.0,72,63,79,69,42,53,60,53,41,75.0,80,77,68,79,77,71,84,69,70,75,63,77,81,76,64,0
18.0,28,75.0,72,63,86,71,42,64,67,55,52,75.0,80,70,72,81,76,71,84,73,70,76,63,77,82,78,65,0
19.0,29,73.0,69,59,82,71,55,66,65,55,52,75.0,72,69,72,81,74,72,80,70,70,73,63,72,77,77,66,1
20.0,30,71.0,69,59,77,70,55,64,65,55,52,75.0,72,73,71,81,73,76,80,73,70,70,63,72,77,77,64,1
17.0,21,68.0,48,50,78,72,56,59,56,54,56,45.0,54,50,58,41,60,51,60,51,53,59,32,46,60,48,60,0
18.0,22,68.0,45,50,79,72,56,60,54,50,56,56.0,54,60,58,57,60,51,67,69,53,59,32,46,60,48,62,0
19.0,23,69.0,49,52,80,73,57,59,56,50,58,56.0,59,58,63,57,65,51,68,64,53,59,32,48,69,48,62,0
20.0,24,70.0,49,52,82,73,57,59,56,50,58,64.0,66,62,64,57,67,63,68,64,53,59,32,51,69,48,62,0
21.0,25,69.0,49,52,81,73,57,57,56,50,58,64.0,66,62,64,57,67,63,68,64,53,59,32,56,69,48,62,0
17.0,22,72.0,59,63,60,85,67,59,71,64,70,55.0,58,48,41,30,55,32,53,38,27,51,28,40,37,31,51,1
18.0,23,73.0,59,63,60,86,67,59,71,64,70,62.0,58,48,41,30,55,32,53,38,27,40,28,40,37,31,51,1
19.0,24,74.0,59,66,66,85,69,64,69,62,70,62.0,65,63,41,30,60,32,53,38,27,37,28,40,37,31,51,1
21.0,26,81.0,80,72,72,86,76,75,74,70,82,67.0,74,63,41,30,60,32,53,38,27,37,28,40,37,31,49,0
17.0,26,62.0,60,25,76,55,23,78,36,36,55,73.0,79,64,82,68,80,71,77,76,72,83,81,73,73,70,86,0
18.0,27,64.0,60,25,76,58,23,78,36,36,55,73.0,77,64,81,68,78,69,77,75,72,82,81,73,73,70,86,0
17.0,26,81.0,79,75,77,86,75,64,68,64,70,64.0,70,70,44,25,66,26,40,23,24,49,30,20,42,34,56,0
18.0,27,84.0,79,76,77,91,74,67,72,66,74,68.0,67,70,44,25,66,26,40,23,24,47,30,20,42,34,56,0
19.0,28,84.0,79,75,82,89,70,69,71,65,74,67.0,67,70,44,25,63,26,40,23,24,51,30,20,42,34,56,0
20.0,29,84.0,79,75,81,89,70,69,71,65,74,67.0,67,70,44,25,63,26,40,23,24,51,30,20,42,34,56,0
21.0,30,84.0,79,75,81,89,70,69,71,65,74,67.0,67,70,44,25,63,26,40,23,24,51,30,20,42,34,55,0
17.0,22,64.0,71,48,71,59,41,59,59,55,42,70.0,68,76,88,68,87,75,79,58,78,70,76,74,88,59,77,1
18.0,23,69.0,71,70,77,65,52,63,69,63,42,72.0,68,82,88,68,87,73,79,62,78,70,76,75,88,59,77,1
19.0,24,72.0,77,78,82,65,69,63,75,63,42,72.0,68,82,88,68,89,73,79,62,78,85,76,75,88,59,80,0
20.0,25,70.0,77,71,78,63,70,63,72,63,42,81.0,76,81,86,68,89,73,79,61,78,84,76,75,83,59,83,0
21.0,26,70.0,77,74,79,63,70,76,73,66,42,81.0,82,82,88,70,89,73,79,61,79,84,76,75,84,59,87,0
17.0,21,54.0,47,18,68,49,13,61,16,18,52,68.0,63,59,74,60,72,67,67,71,64,86,68,70,69,58,86,1
18.0,22,60.0,47,18,71,60,13,61,16,18,52,72.0,68,65,77,67,73,70,75,71,74,86,68,77,71,62,87,1
19.0,23,62.0,47,18,73,60,40,89,16,18,64,84.0,69,66,82,69,75,71,76,79,78,87,71,79,71,76,93,0
20.0,24,62.0,47,18,73,60,30,87,31,18,64,82.0,70,79,82,69,80,75,77,80,81,86,76,85,77,75,92,0
21.0,25,62.0,47,18,73,60,30,78,31,18,62,80.0,70,77,81,69,79,75,76,75,81,85,74,82,76,75,92,0
17.0,24,73.0,69,21,68,77,16,72,18,17,65,57.0,67,31,64,32,68,26,64,65,38,61,58,56,40,64,81,0
18.0,25,73.0,60,21,68,80,16,72,18,17,65,57.0,65,31,64,32,68,26,68,64,38,61,58,58,40,64,68,0
17.0,22,67.0,57,26,67,71,29,71,26,23,60,62.0,55,39,65,36,65,46,61,66,61,59,56,58,51,63,60,0
18.0,23,68.0,57,26,68,71,30,73,26,23,65,62.0,55,40,65,37,66,47,63,67,62,60,57,59,51,64,63,0
19.0,24,70.0,67,26,68,71,44,73,31,28,67,62.0,55,40,70,37,66,49,63,67,62,60,57,59,51,64,63,0
17.0,22,56.0,46,45,82,45,32,70,39,35,48,50.0,58,55,65,40,63,56,51,51,49,81,43,43,58,52,80,0
18.0,23,57.0,46,45,81,48,32,71,39,35,48,50.0,58,55,65,40,63,56,58,51,49,81,43,43,58,52,82,0
19.0,24,62.0,46,45,81,58,33,71,39,35,48,50.0,58,58,65,40,63,56,58,51,49,82,43,43,60,52,84,0
17.0,22,66.0,72,75,35,79,80,73,81,79,74,45.0,67,59,38,23,57,23,39,27,42,61,23,29,46,32,55,0
18.0,23,73.0,70,72,73,74,78,74,77,76,74,45.0,67,62,44,23,63,37,43,36,42,64,34,29,52,32,55,0
19.0,24,68.0,70,72,53,75,74,73,78,77,75,55.0,67,62,44,23,65,37,43,36,42,63,34,29,52,32,54,0
20.0,25,67.0,69,72,52,74,74,73,74,74,72,55.0,67,62,44,23,65,37,43,36,42,63,34,29,52,32,53,0
21.0,26,66.0,69,72,49,72,71,74,74,73,72,55.0,65,62,44,23,65,37,43,36,42,63,34,29,52,32,52,0
17.0,22,72.0,72,72,79,69,64,61,72,72,60,74.0,74,75,77,71,81,77,80,55,79,77,73,76,81,57,77,0
18.0,23,73.0,79,72,79,69,64,61,75,72,60,74.0,74,80,77,76,82,74,80,55,79,77,73,77,82,57,77,0
19.0,24,73.0,79,72,79,69,73,61,75,72,60,74.0,74,82,78,78,82,76,82,55,79,77,73,80,82,57,77,0
20.0,25,74.0,83,72,79,69,73,63,75,75,60,74.0,74,82,78,78,82,76,82,55,79,76,71,77,82,57,77,0
21.0,26,79.0,89,75,78,76,79,64,77,76,60,77.0,76,79,78,78,82,76,88,58,79,75,71,77,82,64,71,0
17.0,23,50.0,27,50,75,43,24,82,28,23,43,51.0,58,56,70,60,67,66,67,58,67,91,69,66,64,67,83,1
18.0,24,50.0,27,50,74,43,24,83,28,23,43,51.0,58,56,70,60,63,66,67,58,67,91,69,66,64,67,83,1
19.0,25,53.0,27,50,75,48,36,89,28,23,43,51.0,58,63,70,60,67,64,67,60,67,92,69,66,64,67,87,0
20.0,26,52.0,27,50,75,48,36,68,28,23,43,51.0,58,68,74,62,69,62,67,60,67,92,69,66,64,67,87,0
17.0,22,63.0,66,35,69,57,23,74,40,32,69,71.0,82,59,86,70,85,66,70,82,83,87,81,75,73,69,79,0
18.0,23,62.0,66,35,67,57,23,74,40,32,69,71.0,82,59,86,70,85,66,70,82,83,88,81,75,73,69,78,0
19.0,24,62.0,66,35,66,57,47,74,40,32,68,71.0,79,59,78,70,80,66,72,76,76,83,79,77,73,69,76,0
20.0,25,61.0,63,35,66,56,47,72,40,32,67,68.0,72,59,74,70,80,65,71,73,75,78,76,73,73,69,76,0
17.0,23,69.0,65,48,78,66,40,68,35,37,65,69.0,71,62,75,59,72,70,68,60,66,69,51,55,60,61,83,0
18.0,24,69.0,65,48,78,66,40,68,35,37,65,69.0,71,62,78,59,76,73,68,70,66,68,51,55,60,61,85,0
19.0,25,71.0,68,48,77,69,42,72,35,37,65,69.0,71,62,77,59,75,68,65,68,66,66,51,55,60,61,89,0
18.0,27,42.0,26,42,65,34,30,72,31,29,50,63.0,64,69,72,69,70,73,65,63,72,82,70,60,67,71,82,0
20.0,29,42.0,26,42,65,34,16,72,31,29,40,63.0,64,69,72,69,70,71,65,63,72,82,70,60,66,71,81,0
17.0,26,67.0,49,59,71,72,53,65,59,50,54,54.0,63,56,56,38,60,50,63,61,44,67,45,55,54,64,60,0
18.0,27,68.0,49,59,72,73,53,66,59,50,54,54.0,63,56,56,38,60,50,63,61,44,67,45,55,54,64,64,0
17.0,22,64.0,60,35,72,61,39,62,34,28,64,73.0,64,62,67,59,68,58,72,60,56,63,56,70,67,65,70,0
18.0,23,66.0,70,42,72,62,57,66,55,56,64,73.0,64,58,59,59,64,56,72,49,56,55,56,66,67,65,71,0
17.0,21,73.0,65,37,81,71,31,83,37,26,65,64.0,63,51,63,36,64,67,61,58,51,66,64,40,57,58,83,0
17.0,25,67.0,72,67,80,59,63,54,64,58,32,66.0,69,69,68,64,69,67,65,55,75,71,64,62,73,61,75,0
18.0,26,67.0,74,67,80,59,63,51,66,59,33,67.0,69,69,69,68,70,68,73,58,75,71,64,70,69,65,74,0
19.0,27,73.0,76,64,89,67,66,50,66,63,39,68.0,68,71,70,69,70,69,74,60,76,73,65,72,70,66,75,0
20.0,28,71.0,77,64,81,66,64,47,65,59,38,68.0,68,70,68,68,70,68,73,60,73,77,65,69,68,66,70,0
21.0,29,71.0,77,64,81,66,64,47,65,59,38,68.0,68,70,68,68,70,68,73,60,73,77,65,69,68,66,70,0
17.0,27,76.0,80,54,74,78,33,54,40,37,68,85.0,81,74,88,68,89,73,74,77,82,48,79,83,84,67,71,0
18.0,28,75.0,80,54,72,78,33,49,40,37,68,85.0,81,74,88,68,89,73,74,77,82,48,79,83,84,67,71,0
19.0,29,73.0,78,54,61,79,46,44,40,37,68,80.0,78,78,86,68,87,73,76,74,79,39,81,84,84,67,69,0
20.0,30,72.0,78,69,64,77,50,45,59,48,68,80.0,78,81,85,68,86,73,76,77,79,34,81,84,84,67,67,0
17.0,25,69.0,69,68,78,65,73,72,73,75,60,66.0,72,69,69,64,73,73,62,41,74,76,39,43,60,49,78,0
18.0,26,69.0,69,69,78,65,73,72,70,80,60,68.0,72,69,69,64,73,73,62,41,74,76,39,43,60,49,78,0
19.0,27,70.0,71,70,78,65,71,76,72,78,60,68.0,70,69,69,64,72,73,62,41,74,76,39,52,62,49,78,0
17.0,23,46.0,28,43,71,42,29,35,39,31,50,61.0,60,57,72,56,65,62,62,59,65,78,52,59,59,60,84,0
17.0,26,66.0,51,34,61,75,38,63,37,36,61,55.0,54,55,62,51,62,54,72,63,51,64,46,55,55,56,59,0
18.0,27,68.0,51,34,64,77,38,64,37,36,63,64.0,54,55,63,48,61,54,72,66,51,64,54,53,56,57,60,0
20.0,29,69.0,51,34,70,76,35,67,37,36,63,61.0,54,55,58,48,60,54,66,62,50,64,54,53,56,57,60,0
21.0,30,66.0,51,34,66,71,35,67,37,36,61,54.0,56,51,53,48,59,54,62,60,50,54,54,56,55,57,56,0
17.0,23,62.0,56,47,81,54,49,65,49,41,61,65.0,76,65,78,56,80,71,71,70,72,84,64,62,74,65,84,1
18.0,24,67.0,66,53,79,61,52,65,46,44,61,75.0,75,65,79,56,82,72,76,72,74,84,64,80,74,65,85,0
19.0,25,68.0,73,53,87,56,65,63,50,44,64,84.0,83,66,83,63,83,74,79,78,80,86,70,80,82,65,86,0
20.0,26,72.0,74,54,89,62,63,70,57,49,67,82.0,83,63,82,68,84,74,81,77,79,84,75,78,81,74,86,0
17.0,28,62.0,47,25,64,66,22,71,28,25,66,71.0,67,50,65,42,70,58,71,69,57,64,65,62,42,66,64,0
18.0,24,73.0,69,18,72,76,16,69,20,19,66,71.0,63,44,60,59,62,43,75,72,52,60,63,63,53,74,62,0
20.0,26,74.0,69,18,72,77,40,69,20,19,70,57.0,59,44,60,59,58,43,76,65,52,62,63,63,54,76,62,0
17.0,28,65.0,65,64,75,60,65,66,70,65,45,62.0,67,56,65,42,61,67,47,43,46,70,31,46,46,48,82,0
18.0,29,66.0,65,64,76,61,65,66,72,68,45,62.0,67,56,65,42,61,65,47,43,46,71,35,46,46,48,84,0
19.0,30,66.0,64,64,76,62,60,66,71,67,45,64.0,67,56,63,42,61,64,47,43,46,71,35,46,51,48,84,0
20.0,31,67.0,64,64,77,63,60,66,71,67,45,64.0,67,56,63,42,61,64,47,43,46,71,35,46,51,48,82,0
19.0,25,68.0,32,21,72,80,24,69,26,32,70,64.0,67,34,66,36,67,65,69,67,52,63,65,63,45,59,79,1
20.0,26,71.0,36,21,71,84,24,74,26,32,70,67.0,67,34,67,36,70,62,71,70,52,67,65,63,45,61,75,0
17.0,30,76.0,74,57,87,71,22,71,26,23,62,66.0,71,36,66,37,68,35,74,70,42,62,65,69,63,69,83,0
17.0,24,55.0,60,54,59,49,51,84,57,56,47,52.0,54,58,60,58,58,53,55,52,43,80,51,54,51,55,57,0
18.0,25,54.0,60,54,55,48,51,86,57,56,47,52.0,54,58,60,58,62,53,55,52,58,80,51,59,58,55,64,0
19.0,26,54.0,60,54,53,48,38,86,57,56,47,52.0,54,58,60,58,60,53,55,52,58,78,51,59,58,55,64,0
17.0,25,73.0,65,67,74,77,68,59,69,65,68,56.0,63,53,54,31,65,59,58,29,33,51,32,34,37,45,52,0
18.0,26,75.0,72,67,74,79,70,59,69,65,71,71.0,63,60,54,31,65,59,58,29,33,51,32,34,37,45,52,0
19.0,27,74.0,72,70,71,78,69,59,66,63,72,70.0,62,61,52,31,64,42,58,29,33,45,40,39,37,45,50,0
20.0,28,73.0,72,69,67,78,67,59,67,63,72,62.0,54,59,49,31,57,42,58,29,33,45,40,39,37,45,50,0
17.0,21,80.0,74,64,79,83,66,85,72,71,62,76.0,74,64,74,46,72,70,68,54,53,74,57,56,65,53,75,1
18.0,22,81.0,74,77,78,86,70,79,74,72,62,76.0,77,66,77,46,75,73,74,54,53,73,57,62,68,53,75,0
19.0,23,80.0,74,77,76,84,66,74,74,72,62,76.0,78,66,80,46,80,79,76,54,53,79,57,66,68,53,78,0
20.0,24,78.0,74,77,73,82,66,73,74,72,62,76.0,78,66,80,46,80,79,76,54,53,79,57,66,68,53,77,0
17.0,26,66.0,34,19,74,73,23,87,28,21,52,50.0,59,54,73,60,68,55,59,68,41,87,45,45,62,62,83,1
18.0,27,66.0,34,19,74,73,23,90,28,21,52,66.0,59,54,73,60,68,55,59,68,41,89,45,45,62,62,83,1
19.0,28,66.0,34,55,74,73,23,90,50,41,52,66.0,59,58,73,60,68,57,60,68,41,89,45,57,68,62,87,0
17.0,25,78.0,87,61,93,68,49,70,66,56,39,74.0,77,71,68,49,70,57,77,63,62,73,63,65,68,66,73,0
18.0,26,79.0,87,63,93,69,52,70,66,56,42,74.0,77,71,68,49,70,60,77,63,64,73,65,65,68,66,73,0
19.0,27,80.0,87,63,93,71,54,71,66,56,42,74.0,77,71,68,49,70,60,77,63,64,73,65,65,68,66,74,0
17.0,24,67.0,68,30,80,62,34,57,41,44,33,77.0,67,66,68,55,73,65,75,69,69,63,62,74,73,56,76,1
18.0,25,70.0,68,38,88,64,37,48,43,46,40,77.0,71,69,70,64,73,65,74,69,69,63,64,74,73,63,76,1
19.0,26,70.0,68,38,88,64,43,48,43,46,40,77.0,76,69,71,64,74,65,75,72,69,63,64,74,77,63,76,1
20.0,27,72.0,70,40,88,66,43,50,43,46,40,77.0,76,70,71,64,76,67,77,72,69,63,64,76,80,63,77,0
